Pleb_Rank,Betweenness_Rank,Eigenvector_Rank,PageRank,Weighted_Degree_Rank,Channels_Rank,Capacity_Rank,alias,Node_Type,Total_Capacity,Num_Channels,Public_Key
2690,3249,2373,2669,2671,2363,5732,LightningRaven,,1.5m sats,6.0,0283dd68c1b7ca34cf0ad8a6fae8b4342110e74b006d9cdd2e6c8e7699e5d8c499
2691,3423,2933,3424,2824,3022,3237,HicEtNunc,,7.2m sats,4.0,03560f67448bf82940d2c8b1236d3b3fc74b06a314956788f6509087170eccc4c3
2692,3433,2113,4073,3258,3497,2161,beedit,,16.0m sats,3.0,0370e46eea64929afe7615ca7566bb3fa4e228639dfc1ffbddaf5fbba5387090fa
2693,1404,3879,3227,3443,3611,3039,0353d8c59f50d1a7acb4,,8.5m sats,3.0,0353d8c59f50d1a7acb4d9eee0595e85acbcbec8d90e6a7f6980888a65a1ac7c9b
2694,2795,4917,2560,2004,1861,4908,BR⚡LN Raspibolt,,2.3m sats,8.0,03477b0f9679de60b3a803b47294e37b4c14a383564afded973114134623d2ec82
2695,4397,1906,2974,2606,2105,940,kesa gatame,,67.5m sats,6.0,03cf6bbb2f862cc05c212cf8fabf81ddd2d92cee599e4a05fd7169e8233577690e
2696,2961,2272,3492,3034,3137,4101,Fr3m3lsNode,,4.1m sats,4.0,020a41070a8ce1ce95c416d57d7fee256e18987ebb163192cf10f1643c1c12136a
2697,348,5948,2056,2778,2361,5591,AlphaZeus,,1.6m sats,6.0,03aed93a4d0ef60f7c5f4642a096d05a41e217ad4977fed3fecb638879fbc884ce
2698,2637,5738,2613,2237,2296,3470,LNBitmania,,6.0m sats,6.0,02b1603b45c2db8bdaf24961a78b1b149ce6aff992fb1be3eceabdb27b92971555
2699,2721,4868,3009,2855,2935,2430,Forklog,,12.7m sats,4.0,02b67e8e5cdb3d80dc38736ec0f6378b6199a99d769aeded2c3460f548de8822d9
2700,1759,2481,3854,3047,3233,4746,MYCELIA,,2.7m sats,4.0,02bc36f64b02f85e62013340023152d8a9b64c082f9c6d554232a762ec1845858b
2701,1096,10599,1253,1741,1629,2703,MMOshow,,10.1m sats,9.0,02bd0e041524380fdacdd69ac9deb94036c8b7c4da81e423218fb38dd1c4fa7670
2702,4370,1756,3626,2601,1874,732,02fb22354383c240f9a0,,1.0 bitcoin,7.0,02fb22354383c240f9a04b194d610186cdec1045d961cb7989f254cb7c96498ab5
2703,4763,1168,2588,2376,2211,2325,NoMaaM,,14.0m sats,6.0,02e31f10ccc2112e28f14bdb6e7279c9de83a5080f06761ea950769baf448c03e3
2704,4121,5325,2800,2113,2220,2395,0382ad2c0501044f3ebe,,13.0m sats,6.0,0382ad2c0501044f3ebe2cd5ebc0d834ab79a778d635455124ef0559604be99c6e
2705,885,8724,1732,2426,1194,4085,Chappa,,4.2m sats,13.0,02efdb1d6c10295195272ee896c9eac3c55fa1f0ee0250a86dfcf0af102ab55939
2706,2968,4950,1659,2553,2683,4298,knifefight,,3.8m sats,5.0,032060a40a94dc7b848d02314e4ccebe20f451dc87f28c1ed685caa58bfcc3989a
2707,2951,3153,3124,3321,3562,2581,Tessi,,11.0m sats,3.0,03b14c4ee1515af042d79a01eea29ba6312614d616df8d48c807e56fb755cf63d5
2708,2650,4305,3290,2965,2303,3592,Rubem Lightning ⚡️,,5.7m sats,6.0,036dca2e7205dbdbaa59e2f74ba42120f5a0ea03c231f3e0925e0ae1c1d50e5daf
2709,4579,911,3147,2307,2447,1798,CryptoDataView,,22.0m sats,5.0,032a39275762087a0c41cfa181e231bca8303f304e0f79b9a9dc3a20bbdb8414fe
2710,4538,1270,2935,2288,2434,1671,Alice,,25.0m sats,5.0,03b3fa7b89c096dbc765fc85abc77ce507de0d7a90b71e2af7d83b24e5b17c6342
2711,2112,5513,2148,2344,2081,4947,03c7f0836acf651ee80b,,2.2m sats,7.0,03c7f0836acf651ee80bec07275681b427af1e1c73138141ce15830abd07066bb4
2712,3654,2998,3767,2843,2584,3205,ChainAI.Blockchain,,7.4m sats,5.0,02ee36713a22686cd46e3a32b79c6f4b2b6b5c7ebcf841d5756f2558ab7c1e950d
2713,2569,1885,4131,3054,3172,4324,Muddy puddles,,3.6m sats,4.0,02fe58e788640b0cf43ea1568d0d2354ecc3d450298b4779176e1603681a777a42
2714,3060,2623,4164,2829,3027,3277,Nibelungenhort,,7.0m sats,4.0,025dacd9159c293fbea8c9e973e6a970e10948a0a105f60a73d2ad9d8d764df14d
2715,4503,1467,2944,2269,2424,1507,NodeDoGui,,30.0m sats,5.0,0396f85d0826607b5ce1c8eaffaee0f30cd224349f2c75a0ea8dd87d00bb77e59f
2716,1436,2069,3202,3785,3930,4659,bitcoinserver.nl,,3.0m sats,3.0,031979fe6ce0e69ece6d99a4bc4a7b30ed22a8cb8703dd7dd2dfaf619e07127e0b
2717,3063,2745,3817,2845,3065,3479,Philabuster,,6.0m sats,4.0,0272abf73d9acf4cffe7f3d3bd35ede5511ed551951487959dfe87405cccd84d4f
2718,2830,4107,3233,3384,2934,2425,03da97ca927ea3bfde33,,12.7m sats,4.0,03da97ca927ea3bfde331d5bb3ea150073425a00be49930b1dc9271cf1a15f160a
2719,1269,5466,2504,2598,2715,4681,KukulkanMX,,2.9m sats,5.0,02a0a9ec6da7f909fdd38a7b2e33cdf96f4646bac3c0f204353be0b6a1d3ad8aff
2720,4008,2275,3714,2815,3013,3199,F.D.U (LND),,7.5m sats,4.0,03f8b62a6655da2d3467f911c85e31128d9a5e67215cea5711b68afe976a4334f5
2721,1195,3299,2534,3742,3878,4444,blitznode,,3.2m sats,3.0,022961864f61b7c0fe78a86309f2c3f43b5a6dcbd90074f519ba064e82615d7a0b
2722,4614,969,3056,2316,2456,1896,gethopa.com,,20.0m sats,5.0,031f6622ab3b5fffa80bd7a3e15492facf4f0249524229460a0e73dc188c6fbe90
2723,4630,1064,2930,2322,2460,1936,MMS-4-FREEDOM,,19.5m sats,5.0,03aa074bb91145a10d946fdb981bb89354d35bf1d3ab7fd6817c139308825b5eb5
2724,414,5405,2080,2682,2749,5970,allaboutbitcoin.io,,1.2m sats,5.0,03661184450fa1c4f99ccfc9f956c21a5400646f5f6b2a7e77338af572b5e9cdcf
2725,3568,2885,3136,2972,2656,3992,AntsBank,,4.5m sats,5.0,033802f5c0612db48756b21bd65f5fc8d7a7ae1e8307ec33d95691d9c983995721
2726,1351,5874,3061,2784,2990,2975,BoBKK,,9.0m sats,4.0,03a75c54d3e78db462447cbd4f8c39fcc5d9172e297c14d0bafdcadb451aadc6de
2727,1409,4163,3366,3654,3050,3415,034ffcc0205a08017a08,,6.3m sats,4.0,034ffcc0205a08017a0899ae4938e2c00a67cec4d38621d120e2c2ddfb0381a703
2728,412,4701,2064,2925,2368,6816,027906859e0d9d26a8bf,,979k sats,6.0,027906859e0d9d26a8bf3320c007847dc29f7476325732e3c21eda0a2ec4ed0700
2729,4152,5217,2709,2365,2478,2126,albis,,16.5m sats,5.0,02ab80cce7e7dff00c964e4b2006eb4c8af4e71187572156a88275d3c126b90b66
2730,3701,5739,2357,1986,2045,3394,HighCastleTransactionServices,,6.4m sats,7.0,023b0e11c20e8db767a85836e9564fe1d90167755d099289d27c98012b54041cef
2731,2835,2112,3968,2944,3146,4147,Btcpowerforfreedom,,4.0m sats,4.0,02333e17b45dc12471f45eaec10f96bdcb58a33330c6bab705f249b95c2c27ef80
2732,1636,4835,2673,2657,2720,4771,ppz,,2.5m sats,5.0,02ce5b45077985a4c6e51f8e6b4d5d4bbc1f212de4c90787b31e0da79321995ee0
2733,3665,3606,3532,2457,2599,3319,02ccc38f963ad547bd6e,,7.0m sats,5.0,02ccc38f963ad547bd6e9b2476f00f86443bd22889a590df6f64a0eefbf10f1f7f
2734,2105,3533,2597,3050,3237,4785,outsidia-ln-node,,2.5m sats,4.0,02f875b822df38855a1dbceb7fc8e8f16ed40c005122fbfd02970443c0ec6a7eb0
2735,1551,4989,1879,2638,2736,5535,FirstBlockCapital,,1.7m sats,5.0,03f47ba61341a704b0910b6d1fc8a938bb97152e8df94dfc142816d2721b5d5c73
2736,1647,2704,3933,3148,3220,4675,⚡Oncryptomind⚡,,2.9m sats,4.0,02ee1fafcda7597297de305b88da52bf62db04a08599e7f8b2e6c86bd03303590e
2737,4586,1353,2835,2328,2450,1816,CandyCorn,,21.8m sats,5.0,03f38c29324df9f7e1ee76b055e2199a7f4175d141d44eeeabc5fed40f9929b0b8
2738,2972,2405,4009,2903,3103,3762,MSQ.ae,,5.0m sats,4.0,02daaf8996a270f6da09ecd7a8e47ba04c776471505eac46b01d790ce2ec08d2da
2739,4766,1383,2265,2360,2499,2327,Serenity,,14.0m sats,5.0,03f54c3072e69b2e925f3bb42b24146983b111fc7e3fc0fc86dab257f5f79cb4a4
2740,3470,5126,3502,2751,2444,1780,burger,,22.5m sats,5.0,020c27b1e99dce7b952757be0b0d7c42ab825270c4f8f7571a349624da408b2dc8
2741,4592,1141,3040,2320,2451,1844,Orville,,21.2m sats,5.0,036508f7e82bb78bad307cfacf4edf850fc3f20ca071eaa8074d9d5424a9092c0b
2742,189,5647,1596,2247,1517,8093,ROBONET.io,,457k sats,10.0,02af88d74e956f88f662673cee4a43479cb09051a6ef756f41b793f334afe5b2ea
2743,3056,4691,2895,2238,2324,4118,The Great Underground Empire,,4.1m sats,6.0,0247d8e178d652b6ec2bafe55f6060f17db1ac1239466838d4b1a180050bcba2b4
2744,596,2274,2918,3227,3334,7123,sager,,700k sats,4.0,03ad38ee82fcc02d3b55bf12c0b66923e91a9e472d285928e72142455116fc1bc4
2745,4656,1407,3356,2403,1768,2038,rewards-4,,17.7m sats,8.0,0297f5b7755e43189a052c4c8008006438b86c0e9f42083dad56a2a8e1c91e5aaa
2746,4360,1610,3130,2505,2796,639,ln.holz.gg,,1.2 bitcoin,4.0,02081c8cc34afbabb323a680f3ce99eb2fd06492ea0ec5db1897c467d90a596ad8
2747,4633,1181,2939,2335,2461,1940,Finky👺,,19.4m sats,5.0,02347c401cfaa1dea2fa8ef3dbd28032a2611b8a45ffa429d3babc0483d985c4fe
2748,4602,1477,2702,2343,2455,1877,bitcoin-post-office-01,,20.4m sats,5.0,03972c8fbc8cb22d1d0dbbf0c81aefb0f0fe3d3ad42c28505da4e1e53cf97eb12a
2749,2822,7185,2299,1972,1833,3235,03ded145f310c1cc0719,,7.2m sats,8.0,03ded145f310c1cc071955d3f25afd6882b502497081565c68a868cf9938bb1946
2750,3888,3936,3123,2456,2598,3275,Velora,,7.0m sats,5.0,02aeaf6b0edba31899ece65a9e85931320d5a16c27f9f56313686c4fe43ba9b26e
2751,1857,2693,3129,3101,3260,5418,Ponyo,,1.9m sats,4.0,0227187fb54ce76d45a67d7cfd2aea6abb4598a5a0dc080ec8ef1a0184c0b837ed
2752,983,2923,3338,3143,3297,5827,DontTrust-VERIFY,,1.3m sats,4.0,02fe769b85f480823dac4bf2557c715746ca2646fae6cf0f212be0556ce763c7a9
2753,2583,1997,4036,3019,3211,4526,IslandDSP,,3.0m sats,4.0,02b65dbae39dc11c2577c318ebb82696651377be09187b1a9b0364a417a1d96815
2754,4660,1737,2943,2066,2185,2043,PassBank,,17.5m sats,6.0,03005469048da41f7415f463c01f7656379ba042e9316e40a42008d4db8a4cd2b0
2755,4173,2940,3764,2767,2953,2580,LNDBTC4ME,,11.0m sats,4.0,038f6a5ea1f76c403616b446ba760a49f3f5b999999dee304132b80e14360c0f8a
2756,4581,1528,2813,2302,2448,1803,MrQuiche,,22.0m sats,5.0,038cb7e8e97943babaee2d5abdb3805dc328a02fad04bb184a6e6e40ab4d9c80a6
2757,2948,4620,2256,2602,2690,4316,ChrisBTCLNNode,,3.7m sats,5.0,03956b58bb3b7125b9f9cb9ab283c33917e7fd760147acb3133419d2ed068966bb
2758,3182,5337,2826,2707,2896,2181,motoko,,15.8m sats,4.0,0245b49765fb23a94592419f51efe9f00d13b60e026f0946e66e61dec11e8f95f5
2759,4384,1051,3550,2564,2800,786,remitano,,90.0m sats,4.0,03f01cc2d156a164d22924d8bcc9fd793952fdb891a3b9edf681c4862fc2c99e06
2760,2387,5341,2727,3037,2593,3264,SqurliNodl,,7.0m sats,5.0,0357ea880fa153a5359487915b69da4419fd81d3f33469bbdd029544f576f10bd6
2761,2807,5758,2497,2215,2311,3755,SatosphereJunction,,5.0m sats,6.0,02ed7aff0826551947a359d9ff46dd199417ccade5848b2af390dd8538f5f2f92e
2762,3031,3955,3103,2278,2348,4748,0340187e95ea6682c39a,,2.6m sats,6.0,0340187e95ea6682c39a30fbf596a0dfcf3e3558cc2ca906665859e054baf6be18
2763,177,4279,2623,2777,2759,6928,Toad,,885k sats,5.0,02e027bc78181339e51511eb697aecbab8f050ce9319807bf30234910ea7fd18cd
2764,2288,4838,3438,3082,2960,2677,Easy-peasy,,10.2m sats,4.0,03c103413258b3482328fbd5fd230f8f256815ce731f3bcfaeda7a3d40e1b251f8
2765,3783,5300,3334,2370,2470,2051,SHUNT-615,,17.5m sats,5.0,0259af6dd3980cc05ef6aea6381f5ed7a50e753d3285f6d07e5bf9ea8905dc4634
2766,4368,2510,3131,2192,2388,716,WERUNBTC.COM,,1.0 bitcoin,5.0,0330eee4bbd444ede1b6b460f35948fdfceb22db6fbd0cf3e6418fbde0f3b0162a
2767,3530,1777,4291,3353,3563,2582,0347b8b7452526a2e4e8,,11.0m sats,3.0,0347b8b7452526a2e4e8331f26449070cfad53d1769bab6f23a8ca80bf30e14f7d
2768,3057,3010,3972,3265,3511,2237,Pay-in-Bitcoin,,15.0m sats,3.0,032a5e3a65b50c89340097441435ea15e4518033b9f603ee59018f143edba23133
2769,3945,5476,2996,2389,2221,2396,BitcoinGuru01,,13.0m sats,6.0,02900cf2e5766c70067e86d673fc5aa93fbeeec14a48f904210123677f5c739d8b
2770,3718,2402,4301,3530,2926,2400,noah-btc-node-m-01b,,13.0m sats,4.0,02a8a26a7660f64e33687079522bdbc4260a9c32726aaded99dac68b735e3a705a
2771,3584,3061,3821,2901,2616,3474,Strawberry,,6.0m sats,5.0,022f26520239b8a2eed4f5871687ea97a9c17aaa29595ace6057a7fee8d3737511
2772,1268,5212,2989,3214,3091,3683,SLICKERWATCH,,5.2m sats,4.0,02a60e11bf0016cebbfc725386e12c4122fdc12aca8711e32bf6d568ed790d3e5b
2773,4294,5414,3107,2595,2805,953,SwissNode-Bank,,66.0m sats,4.0,03271562ad6fbb9b208eafe203216233cd756a3981c77ef1c5afda109df8be5ac2
2774,3412,4068,3771,2837,2540,2747,030047cc676d1f248b05,,10.0m sats,5.0,030047cc676d1f248b05d6a9a2f01b35771aee63c6694f56f34586fd396a0470ae
2775,2969,4867,3071,2476,2615,3473,Chuck3CZ,,6.0m sats,5.0,039e34380a003e5bfc97824853d0f0cc5a8e67a8a5a5c2035089676ad5eaf71c36
2776,2159,3092,3412,2635,2740,5600,⚡molfort⚡,,1.5m sats,5.0,034b9f281399090e0a15093da1f2c4697ff2740555cdb4134553508587218b9f0b
2777,4456,1952,3076,2298,2407,1282,Lightning_is_real_Bitcoin_Cash,,40.4m sats,5.0,032f873d1fdbf0ee48b4c3aa0bdcf231922e455fd400c24d7275bc42653a92483d
2778,3539,3171,3782,2809,3000,3090,FrankenBitcoin,,8.1m sats,4.0,033d388dbf5a81a0c793fc8f78390586451345e44c18f5e0993c26b5e7e4909313
2779,2359,3995,2846,3401,3606,2998,Bitcoin and History,,9.0m sats,3.0,027eb7d4f50b7450021b8d7746e323c30affa82bfafb190eab0d5b1acb4a0d7632
2780,4379,1303,3473,2572,2798,769,PaymentHub,,93.6m sats,4.0,029ed7e456a53568e12f013173dc5be2a92c86302e15038d150362933b754e5d21
2781,4067,2959,3278,2830,3029,3279,Meyerlingas,,7.0m sats,4.0,0236e20f1bc42f16c6151422e6ebe52672d2aaed953964bd9b5423ca5f0999a204
2782,3445,1919,4364,3322,3564,2583,⚡micropay⚡,,11.0m sats,3.0,031f4cf2aee504680226af773429181549bf91b87db334c7334e4ae0f26d354407
2783,4500,1669,3185,2294,2423,1506,superlubricity,,30.0m sats,5.0,02e692868a442e6277185d7d96cd09aeb113dc41cb299ca065e27fb4ca4e2ee79a
2784,2549,4152,3239,3084,3055,3433,Roverevolution,,6.2m sats,4.0,0304a7b6d0f9bce7b0db22307e1e46d5cdc50fee6ed6409b23aea2137eae9796e1
2785,2422,4289,3872,2926,2986,2954,BlueMagrav | BR⚡️LN,,9.1m sats,4.0,03898773c93ebfce82cca04f9aae583b99cd1a9c440302281a38f0491b60848585
2786,2943,4232,3055,2542,2677,4143,itsKep,,4.0m sats,5.0,029dc4761943f3cc601ba936bc1fb2335eb233bd8ae1f62dc24f02242f611153f6
2787,750,6728,1900,3139,2706,4460,Arm_nodE,,3.2m sats,5.0,0308d2e609217849e592a9f00b8878e163d20fda7ecfa8137b9ce65b003f5a5b6d
2788,1879,9973,1324,1804,1390,3241,ChadF33,,7.2m sats,11.0,032870511bfa0309bab3ca1832ead69eed848a4abddbc4d50e55bb2157f9525e51
2789,1435,2715,3250,3670,3906,4529,02154043ae4eff575288,,3.0m sats,3.0,02154043ae4eff575288b1df3ecbf651fbe8aafd7bedf5b6dd9157d92e63fc07de
2790,2677,4918,2595,2850,3059,3449,SLIMYSPATULA,,6.1m sats,4.0,03dcf175d20c2fc3e9f58550c15b55cc456ca13c663be71914652a933a7d2169e5
2791,3197,5576,2532,2452,2588,3251,JackOfAllSats,,7.1m sats,5.0,02625d744a708911f2d731687dc85eedadd20a559552696efc056b4f6679bf66e7
2792,4466,1135,3178,2612,2814,1297,02835e0b9145bdddec9e,,40.0m sats,4.0,02835e0b9145bdddec9ef25cad408fdb2aa9b4eca84249f027bce2a10777530638
2793,4087,3605,3362,2470,2617,3475,slowzone,,6.0m sats,5.0,036ee0dfcbdda8ae21867c0fa93f98c163016fd0e5e6a6c715eeb2665390408b9c
2794,3233,2448,3418,3003,3191,4422,ads103,,3.3m sats,4.0,02c48691083ca828c86dcd562e8463ad2da8a31d3389ffb66704280ff0cb25ecf2
2795,4487,1708,3348,2271,2416,1434,yangnamer,,32.8m sats,5.0,02e510f80a36cc0503e8c5b38e3e000e7cf9867108a0c565a122815f5d5aafa6a7
2796,3025,3684,3484,2853,3067,3481,NLNN,,6.0m sats,4.0,036fea2a1cfce13ad06022cb8ae593d76c9e9eb1c6dbbefe26ef3b365146b379cc
2797,3780,4945,3887,2743,2189,2056,PraiaBitcoin Escola Jeri,,17.3m sats,6.0,02f788c8f043cb8c1b529126abe15f112dc32e5d036f92a0985ee993130f767a0f
2798,3087,2749,3732,2935,3121,4052,DMN,,4.3m sats,4.0,0367640e848e1a4816d113f22c983be28b3d84a52ede3ca6ef54bad2eaf5499620
2799,4578,1685,2994,2310,2446,1792,alan☇soft,,22.2m sats,5.0,03aa776656f3d083baf8bc2c88f1555e62847adb52a2498a60d0d6a08d566fc256
2800,775,5301,2551,3723,3688,3418,singularpoint,,6.3m sats,3.0,032fb4b802b077143a99f9a5f9a2c992ccfa6649341021ed084ad3ca88ab9232a8
2801,4464,1109,3268,2611,2813,1296,BFG9000,,40.0m sats,4.0,0279fd78d5bbad07ad56dbafa1e1faccb45d3d9215c9df8d04e80bbb59928729ed
2802,4669,1202,3173,2342,2474,2079,overkitten,,17.1m sats,5.0,035404f564396bca34cfb261324a6dbcbd63d81c10fb7d630afcb65734da664019
2803,2995,5192,3411,2528,2282,3352,ViennaCalling,,6.7m sats,6.0,02115a88404ded6c0ffd47de303f5181e2789baba978545617b5ba60744e545004
2804,5039,1110,2662,2539,2246,2897,sMiles,,9.6m sats,6.0,02d2ea64d766aec8e2b6205d78d793f79b93727d591818e0c2fcde3c43339a37d6
2805,2892,5760,2083,2272,2342,4491,BitSpender,,3.1m sats,6.0,0251d3918cbc812ee4d5c90dec7c05882ba56097fea1b336d3730be6c799a7292f
2806,1937,4734,2811,2964,3147,4148,02f06db2943d36f27d79,,4.0m sats,4.0,02f06db2943d36f27d79205f2e805b2de847dd61737fa97adaeca1f63a0a82dff8
2807,2445,3290,3479,3570,3616,3072,Alien Market,,8.3m sats,3.0,02906ae1cf977e76c2d929a091e6ded3eb789fdace9b8bee5f792458f7b42bed6a
2808,4482,2007,3044,2435,2413,1394,zoe,,34.7m sats,5.0,02819319dff3f4133ea614c3e175463aff7fbb1a97bea9eabbeab5756b72ce6a80
2809,2424,2703,3786,3490,3696,3464,ChangetheFuture,,6.0m sats,3.0,0262d159d56c7be122d804d3f90533cc538d4659c402c178e23383c2c91ee24f89
2810,2237,2260,3265,3162,3289,5748,LightMFree,,1.4m sats,4.0,0229bd3145555785b0b5f624e5677e350bfa565bb709e1141d0eaa45f9db462698
2811,3573,4962,3272,2759,2882,2111,PlebFM,,16.7m sats,4.0,03d699b6c3497c2379b6e48fd46a815b98256d7e24afc5fc995bab0a574a4c30ab
2812,1390,5702,3135,3367,3504,2219,ln.sifir.io,,15.1m sats,3.0,039593e2b11f50bba8ec6372a8002e7381591b5f73689552c63c1ef4044823dda9
2813,80,5357,2305,3044,1864,7232,AELSTORM64,,617k sats,8.0,0307eabdbec7831e14e9335987722083a5b787493075fe71027d85bdf1fe9accc1
2814,3779,3525,4649,3223,3403,712,rebecca,,1.0 bitcoin,3.0,0370fb1bb00afce3d161a71e4b71ed19891f9b4d5ff8c7cba83239bc556641fcb5
2815,2429,6731,2676,2567,2271,3154,BÚNAntwerp,,7.8m sats,6.0,02e8ff7cf72482fec25e7d07f2d1c0f880ec4d0e372da0f9db7c42c0025b919602
2816,1867,2465,3703,3768,3817,4103,Moneiz Kalet,,4.1m sats,3.0,023e2e18286736427a3a75d75c6dfd4e9bed8ab40920075c8b39bddcbf434ffc7f
2817,955,6476,2755,2408,2354,4979,Klendazu,,2.2m sats,6.0,02c2b264b88ab95c0c406288fcc06732de4e369a93db543ee90762c37ffa0a827d
2818,4856,1841,1990,2474,2525,2636,satsrulescom,,10.5m sats,5.0,0272f1d97b9af2ef3ed4547a1cd104b761fdae2cfe156ee4b311cfc4ad85eb9a50
2819,2087,5836,2368,2562,2699,4395,llaangel,,3.4m sats,5.0,02272d3ce316b3c3e8e1bfb3df59cca15c11602383f18f9e395c28974e98317fb7
2820,1628,4824,2638,2509,2366,6005,BuzzLightning,,1.1m sats,6.0,02c8d60f7b374fd20e8fcb6e31eac30a338f11cf6c0075cad0307b5311f5b9ab28
2821,3590,2226,3707,2955,3159,4270,dr-bonez,,4.0m sats,4.0,037884648d0d7ac6a8c59b44fc514bb65a6e0b26de24fb429c135c3d2b1a875ae9
2822,697,3002,2655,3260,3333,7122,0247bb7a1216ae1cf48d,,700k sats,4.0,0247bb7a1216ae1cf48def6eb2d3f39a1a0e909259e508dd0c05a11e9388061c07
2823,1922,3660,3466,2652,2738,5555,028059662c65626f3002,,1.6m sats,5.0,028059662c65626f3002290dd3151186bc1952726c03f56012406f3ceadb81cacc
2824,824,3772,3349,3944,3812,4076,notable-donor,,4.2m sats,3.0,03bd9ca86a07dd2cee1293886e7cb447da3e27b3fea2879677f5675f36061d46dc
2825,4181,3422,3816,2883,2941,2481,papilio-machaon,,12.0m sats,4.0,0293dca5f11650458d838171b72dbbad7304187acf5f5659215f8a6c95ce8217fa
2826,2929,5762,3264,2697,2890,2135,BlockzeitNode,,16.2m sats,4.0,02b468d891fe780dce04739c845712121d9c1927b7f06ea29f36f28900d278a6a0
2827,3889,3025,3929,2846,3003,3120,02a54fe7690fb419c965,,8.0m sats,4.0,02a54fe7690fb419c965140d6252ea69bdca54a44eb3b5cb895b97cfb2d3666395
2828,1391,3015,3363,4343,4479,2345,CID,,13.8m sats,2.0,0238d2df2fd6fc7d813e9cbe0e9261bbbbd23b69c06bd86141fe32e0b6bbe4ea59
2829,1281,5064,2978,3091,3189,4407,vulcan21com,,3.4m sats,4.0,02641b15ce112cdcd4fa6c26a623a9c377354d1a775675de8499bea41698e859b4
2830,4600,1452,3403,2325,2454,1872,NAKOV1337,,20.5m sats,5.0,03218e4d5b8c1472aeaa666ee0863280c828fc2f81f9a4ea4ffab366997f3eda61
2831,5134,2377,1854,2240,2034,3201,dilboy,,7.4m sats,7.0,027d7f94667974b10d3e8330de403111229669273dc9024745d195ba035d746e57
2832,2800,3149,4241,3058,3084,3613,crptooln NL,,5.5m sats,4.0,02e440f78d01b317eaeae52e5af6fc501381b8867069c5a9ebaae293bd5ce3fa2a
2833,3782,5220,3326,2401,2527,2651,SmartiNode,,10.3m sats,5.0,0385d1dd709be3c34e2323a1ce8592806770c0c581bb1f61ea36ee2a6049e108f8
2834,3745,2282,3780,2937,3143,4138,03064ffbefa05836410f,,4.0m sats,4.0,03064ffbefa05836410f932b9a1e6a81589ea5b29f40b26c350a097e5ffdab6398
2835,3533,4712,3781,2865,2871,1991,tunestr,,18.5m sats,4.0,030c017368abcc15dedaab759348789a31699326af78e741d8bd921a4f7272f764
2836,846,5796,1720,2449,2370,6942,bear,,855k sats,6.0,03b7b335a927f7333fbc7acbfd1a7e070d19e8ec597d2c1551bdd7d7394c38c7da
2837,3639,2967,4165,2891,3025,3244,03a5c59c83b3e77ec51a,,7.1m sats,4.0,03a5c59c83b3e77ec51a6e65ba86936f9991931c878ea06bba05cd6ade08e9e78b
2838,3513,5753,2814,2189,2294,3468,B⚡free-Node,,6.0m sats,6.0,02f7912be4665093ec0cf0507f24a27ac57c3dca1f9e8697f5b5439ae68a242f74
2839,845,7121,1525,2411,2365,5874,start9-0x70d99b90f0a369f9,,1.3m sats,6.0,03169b9547e2e06dd1bd2bf4ca82790070bdab4a90befc0cd83da30de252c3cb56
2840,2700,2451,3931,3068,3235,4773,Feria,,2.5m sats,4.0,03b392152e19d74789b366aaad427f946c2aa4044e6e6ca1b13b92e48707914f76
2841,770,3699,2093,3454,2772,7427,03d5c1fff4f9727815a3,,510k sats,5.0,03d5c1fff4f9727815a367cbc669c0f888ae622dda9c80bbd532255996dbd0d4b9
2842,2208,5068,2700,2914,3120,4044,BladesOfGlory,,4.4m sats,4.0,03453b5ef95c3b28c3013d708933e94db06f9356b9f198d545bbf9537e245dcee2
2843,2206,3963,3219,2637,2729,5422,SiniGANG,,1.9m sats,5.0,0335cbdb34de0ed61af4011995142840f9c49fcdb01465dda417ca88801bcb7f2d
2844,4467,1568,3176,2618,2815,1298,0344170795ead7fb5216,,40.0m sats,4.0,0344170795ead7fb5216cc3279120d7b1a7c9c5e913c7a2d8620e30dd364dd100a
2845,456,5312,1962,3236,2755,6215,Petra,,1.0m sats,5.0,02fdcdec26d8b1de02256a8e935e03028429fd46ccc8cafc7246442ccfd98a20d7
2846,4428,1426,3499,2650,2808,1116,03b372d946b49a5949b3,,50.3m sats,4.0,03b372d946b49a5949b315c49278259f86491d09353f648a80effbba780fdc58e2
2847,5062,1292,2487,2446,2556,2972,Giuseppe1492,,9.0m sats,5.0,02d8cb80fcafd97d92e8a0bae889cbc823b4c49b0104621a6dfe399f5b24265045
2848,2010,4208,2971,3042,3234,4764,Lantech1,,2.6m sats,4.0,02593284840cebd321241d7a5bac0fc41f0dfe83ab6ee0847dbdb41419f830936b
2849,2399,5202,2892,2873,3086,3627,0390822c16135481647a,,5.5m sats,4.0,0390822c16135481647a5ad352ea60aa43542cad9a9bc54429e7e01af6c4304c82
2850,1988,3291,3637,3188,3244,4898,RugMeGoodDaddy,,2.4m sats,4.0,036da0cb7497bd77f6188a3321162c7fc2c963b02ffa25892c6c332c2a96a41cdc
2851,768,7051,1229,2659,2748,5823,aranguren.org,,1.3m sats,5.0,02450500fa04c03e76ce1f01d5338006111bf5347fabfc14bc2344d4193dfd8abb
2852,3957,5204,3546,2407,2510,2424,Absolute Virtue,,12.8m sats,5.0,035d2814918d196e7ae687c1292fdb7b742a26cbc7411c30f3621c0119a0749d5f
